Review,Aspects,Sentiments
"Die Vertragsleistungen sind gut, aber der Service lässt zu wünschen übrig.an muss alles über das Internet beantragen, kann zwar das Kundencenter bei Fragen kontaktieren, aber Hilfe bekommt man dort nicht wirklich.ußerdem ist die Wartezeit von ca. 13 Minuten bis zur Durchstellung zu einem Mitarbeiter schon ziemlich lange.","service,bekommt,mitarbeiter",negative
"Bis jetzt kann ich nur den online Abschluß einer Privat-Haftpflichtversicherung bewerten und der war sehr einfach, schnell und absolut empfehlenswert!","online,einfach,schnell",positive
Es tut mir leid aber der informatio Austausch ist schlecht lange warten und auf die Geduld schiene gestellt.euen Vertragsabschluss nur online möglich ist eher schlecht.,"vertragsabschluss,online",negative
Es ging reibungslos über die Bühne. Sehr gutes Portal und günstige Prämie bei der Hundehaftpflicht - Versicherung.,"reibungslos,versicherung",positive
"Der Abschluss ist schnell und reibungslos verlaufen.ie die Bearbeitung bei einem eventuellen Schadenfall verläuft, welcher hoffentlich nie eintreten wird kann ich nicht beurteilen.Der Abschluss war erst vor einigen Tagen.","abschluss,schnell,reibungslos,bearbeitung",negative
Der Online Abschluss hat reibungslos funktioniert. Die EVB habe ich dann auf telefonische Nachfrage erhalten. Ca. 5h nach der Zulassung des Fahrzeugs hatte ich dann auch schon alle Vertragsunterlagen in meinem Account zur Verfügung.,"online,abschluss,reibungslos,telefonische,vertragsunterlagen",positive
Reibungsloser Ablauf netter Kontakt,"ablauf,netter,kontakt",positive
Alles bestens - gerne wieder!,bestens,positive
Sehr gute Abwicklung beim Abschluss der Versicherung per Mail. Unmittelbare Bestätigung. Sehr guter Preis.,"abwicklung,abschluss,versicherung,mail,preis",positive
hat alles reibungslos funktioniert-schnell-unbürokratisch-verständlich,reibungslos,positive
unkomplizierte und unbürokratische Anmeldung,,positive
Tarifwechsel innerhalb der KFZ-Versicherung:++++ Schnelle Bearbeitung (per E-Mail / telefonisch) EVB Nummer sofort erhalten problemlose Datenänderung (neuer PKW / Umzug etc.) freundlicher Service-eider musste ich über 20 Minuten in der Warteschleife am Telefon warten bis ein freier Mitarbeiter zu sprechen war,"tarifwechsel,schnelle,bearbeitung,telefonisch,service,telefon,mitarbeiter",positive
"schneller Service, gute Kommunikation","schneller,service,kommunikation",positive
es gibt nichts zu verbessern.,verbessern,positive
Alles prima und leicht verständlich.elefonische Auskunft war auch professionell.,"telefonische,auskunft,professionell",positive
"Schneller Abschluss, offene Fragen konnten im Nachgang telefonisch geklärt werden. Telefonische Erreichbarkeit manchmal eingeschränkt","schneller,abschluss,telefonisch,telefonische,erreichbarkeit",positive
Es stimmt einfach alles....,einfach,positive
Versicherung per Internet abgeschlossen - sehr unkomplizierte,versicherung,positive
alles Super ohne probleme immer wieder,"super,probleme",positive
alles ging unkompliziert und auch der telefonische Nachkontakt war nett und unkompliziert. Meine Probleme wurden prompt gelöst.,"unkompliziert,telefonische,probleme",positive
"Grundsätzlich hat alles funktioniert und das Online-Portal ist gut aufgebaut, die Bereitstellung der Police hätte allerdings schneller gehen können.","police,schneller",positive
"Daten eingeben für die Autoversicherung war unter Hilfe eines Maklers einfach. Man wird immer darauf hingewiesen das man keine Fehler machen soll, dass kann rechtliche Schritte nach sich ziehen, so das man als Unbedarfter ziemlich in die Klemme kommt und ohne Hilfe sich nicht sicher ist. Ich hatte schon Passwörter, die waren danach aber nicht mehr gültig und man hat mir ein neues Passwort geschickt, was ich aber per Mail nicht erhalten habe, über die Rückfrage hat das aber funktioniert. Ich habe versucht eine Hausratversicherung zu rechnen, was auch nicht funktioniert hat. Ich sollte mich telefonisch in Verbindung setzen, was auch nicht ging und per Mail wurde mir mitgeteilt, dass es 7 Werktage dauern kann bis sich jemand meldet. Hoffentlich ist das dann bei einem Schaden mit dem Auto nicht auch so.","einfach,fehler,mail,telefonisch,verbindung,schaden",negative
"Ja, hat funktioniert. Zugriff nach Ablauf des ersten Passwortes hat nicht funktioniert. Hinweis zur Gültigkeit in der Mail wäre gut.","ablauf,mail",positive
schnell und unkompliziert,"schnell,unkompliziert",positive
Hat alles schnell und einfach geklappt. Übersichtlich sind die Preise benannt worden. Schick.,"schnell,einfach,preise",positive
Der Onlineantrag lässt sich gut ausfüllen. Der Abschluß lief unkompliziert und problemlos.,"onlineantrag,unkompliziert,problemlos",positive
"Ich hatte nie eine PRIVAT - Haftpflicht abgeschlossen bei BavariaDirekt! Lediglich eine weitere Hundehalter - Haftpflicht. Was aber in der Email als Bestätigung für eine Privat - Haftpflicht betitelt wurde. Da BavariaDirekt das Kontaktformular bevorzugt zur Kontaktaufnahme, habe ich dies zwei Mal getan. Bis heute keine Antworten auf meine Anfragen bekommen. Habe ich nun eine Versicherung? Was ist der Stand der Dinge? Warum keine Antworten. Warum bekomme ich nach ein paar Tagen plötzlich eine Bestätigung für eine Privat - Haftpflicht die nie abgeschlossen wurde. Meine Hundehalter - Haftpflicht habe ich nach mehreren Tagen erhalten. Auch diese Email hier wurde mit bewerten Sie ihre PRIVAT - Haftpflicht begonnen? Sollte dies ein Fehler sein, sorry! Aber verwirrt doch die Leute nicht so mit falschen Angaben.","kontaktformular,antworten,versicherung,fehler",negative
Problemlose Abwicklungen und gute Info,,positive
Unterlagen/Police wurde zwei Tage nach Zulassung zugesandt,unterlagen/police,neutral
Alles einfach und reibungslos geklappt,"einfach,reibungslos",positive
"Die fünf Sterne beziehen sich auf die Formalitäten des Abschlusses und nicht auf die Leistungsabwicklung im Versicherungsfall, da solcher noch nicht eingetreten ist. Der Vertragsabschluss lief absolut reibungslos, schnell und unkompliziert.","vertragsabschluss,reibungslos,schnell,unkompliziert",positive
Übersichtlicher Internetauftritt. Schnelle Abwicklung und EVB.,"schnelle,abwicklung",positive
Ja. Hat alles sofort geklappt. Sehr zufrieden.,zufrieden,positive
Alles unkompliziert und verständlich für einen Vertragsabschluss dargestellt.,"unkompliziert,vertragsabschluss",positive
Reibungsloser Ablauf. Ging alles schnell und ohne Probleme,"ablauf,schnell,probleme",positive
Leider dauert die Kontaktaufnahme sehr lange!,,negative
Es hat hat aales schnell und reibungslos funktoniert,"schnell,reibungslos",positive
"Es hat alles sehr reibungslos funktioniert. Es gab zwar im ersten Versicherungsvertrag eine Abweichung gegenüber dem Angebot, allerdings wurde diese sofort korrigiert.ehr freundlicher und hilfsbereiter Service.","reibungslos,angebot,service",positive
"Die Internetseite insbesondere das Anmeldeformular funktioniert nicht wirklich gut - da muss definitiv noch dran gearbeitet werden!!! Ich hab es ca. 10 mal ausfüllen müssen bevor es endlich funktioniert hat, das war echt nervig und für mich fast ein Grund dort nicht (wieder) hinzugehen!",,negative
Allles perfekt und schnell gelaufen. Super Service - vielen Dank!,"schnell,gelaufen,super,service",positive
"Alles gut, schnell und reibungslos","schnell,reibungslos",positive
Alles gut soweit. Detaillierte Versicherungsbedingungen könnten direkter aufgezeigt werden.,versicherungsbedingungen,positive
Bin sehr verunsichert. Auf meine Anfrage bekam ich die Rückmeldung innerhalb einer Woche eine Antwort zu bekommen. Auf die Antwort warte ich nunmehr mehr als 2 Wochen.,"anfrage,antwort",negative
100% zufrieden,zufrieden,positive
"Einfach, unkompliziert und günstig. Nach dem Onlineabschluß lief alles weitere per Mail.","einfach,unkompliziert,mail",positive
Es hat alles reibungslos geklappt und bin mit der Bavaria zufrieden,"reibungslos,zufrieden",positive
"Wenn man Fragen hat,kann ein Mitarbeiter keine Auskunft geben. Es gibt leider nur eine Telefonnummer. Internetseite unübersichtlich.","mitarbeiter,auskunft",negative
"Ging alles reibungslos, hatte nur Probleme mit meinem Account , ist aber alles wieder in Ordnung.","reibungslos,probleme,ordnung",positive
"Alles Problemlos, aber die Abwicklung sollte per Post gewählt werden! Oder ein voller Drucker und reichlich Papier sind vorhanden!!! Das finde ich schon etwas zu viel zu viel.","problemlos,abwicklung,post",negative
"Super schnell und übersichtlich, alles gut","super,schnell",positive
Sehr einfacher Vertragsabschluss. Bin sehr zufrieden.,"einfacher,vertragsabschluss,zufrieden",positive
Bis jetzt keine schäden zu melden gehabt daher weißch auch nicht wie die Bavaria Direkt dann ist.,melden,neutral
"Schnell und unkompliziert. Weiter so. Das Onlineportal könnte auf dem iPad geschmeidiger laufen. Musste aufs Windows-Notebook umsteigen, um den Vorgang nochmal durchzugehen und abzuschließen. Deswegen einen Stern Abzug.","schnell,unkompliziert,vorgang",positive
Abschluss hat gut geklappt,abschluss,positive
Das Preis-/Leistungsverhältnis hat den Ausschlag gegeben. Hier ist die Bavaria-direkt gut aufgestellt.,,positive
es ist alles unkompliziert und schnell vonstatten gegangen.,"unkompliziert,schnell",positive
"Guten Tag, die Absbwicklung bis zur Ausfertigung des Versicherungsschin lief vollkommen ohne Probeme!",,positive
"Nach Abschluss meines Vertrages wurde mir eine Email zugesandt, in der ich aufgefordert wurde ein Dokument in Mein Bavaria Direkt herunterzuladen. Als ich versuchte mich anzumelden wurde ich auf eine Seite weitergeleitet auf der 404 Seite nicht gefunden stand. Auf meine Nachfrage per Email habe ich bis jetzt (eine Woche) keine Antwort erhalten. Deshalb muss ich den Service mit Ungenügend bewerten.","abschluss,antwort,service",negative
Alles hat reibungslos funktioniert,reibungslos,positive
Schnelle Bearbeitung,"schnelle,bearbeitung",positive
Schnelle Bereitstellung der Dokumente und die Zugangsdaten dazu.,schnelle,positive
"Klasse Tarife, alles übersichtlich und gut, schlecht ist die Erreichbarkeit bei Fragen, bzg. RÜckmeldungen auf eMails darum nur 4 von 5 Sternen","klasse,erreichbarkeit",negative
Übernahme der Kfz Versicherung ging sehr schnell von statten.,"kfz,versicherung,schnell",positive
"Soweit war alles einfach Probleme gab es nur wie ich die Evb haben wollte ,dieser schritt war nicht so einfach-mir aber am Telefon geholfen wurde.","einfach,probleme,telefon",negative
"Erstens: Der Kontakt per Email mangels Kontaktmöglichkeiten per Telefon dauert extrem lange, oft mehr als 5 Tage bis eine Antwort kommt.weitens: Wegen Tarifwechsel musste ich einen neuen Vertrag abschließen, ihr Mitarbeiter sagte per email der alte Vertrag wird dann aufgehoben. Heute wurde der Betrag für den alten Vertrag abgebucht, er ist immer noch nicht aufgehoben. Im Augenblick habe ich zwei laufende Verträge, den alten und den neuen. Das ist sehr unbefriedigend.","kontakt,telefon,antwort,tarifwechsel,vertrag,mitarbeiter,betrag",negative
Sehr schnelle Bearbeitung guter Service,"schnelle,bearbeitung,service",positive
Super Leistungsumfang.eine Reaktion auf Fragen per Kontaktformular.,"super,leistungsumfang,reaktion,kontaktformular",positive
"Absolut TOP,jederzeit wieder!!",top,positive
"Ihr Internet-Auftritt ist gelinde gesagt verwirrend, von den Mails, die Ihr System verschickt, ganz zu schweigen, die sind, Verzeihung, unter aller Sau. Die Bavaria darf mich gern anschreiben und mir die Möglichkeit eröffnen, ein paar Hardcopies einzustellen.",,negative
"Einfacher Vertragsabschluss per Internet, immer freundlich am Telefon. Sehr kompetente Beratung.","einfacher,vertragsabschluss,freundlich,telefon,beratung",positive
"Alles unkompliziert, schnell und billig.mpfehlenswert!!!","unkompliziert,schnell",positive
alles ging schnell und unkompliziert,"schnell,unkompliziert",positive
Preis Leistung ist gut. Ich finde es nur Schade das ich meinen Vertrag selber zu Hause ausdrucken muss.,"preis,leistung,schade,vertrag",positive
"Ob und wie diese Versicherung reguliert kann ich nicht sagen, da ich bisher keinen Schaden hatte.as einzige was ich beurteilen kann, ist der Support der extrem schlecht ist. Man bekommt zu einigen Themen noch nicht einmal telefonische Hilfe. Die Hotline wirft einem bei bestimmten Themen bei Durchwahl einfach aus der Leitung.chade ... aber die Versicherung scheint recht günstig zu sein.","versicherung,sagen,schaden,beurteilen,support,bekommt,telefonische,hotline,einfach,schade",neutral
"Top Service, auch telefonisch","top,service,telefonisch",positive
"Autowechsel völlig problemlos per Internet.lles super !oller Service, übersichtliche Plattform.mpfehlenswert !!!!","autowechsel,problemlos,super,service",positive
"Nachdem ich erst nach telefonischem Kontakt (der sehr viel Zeit in Anspruch genommen hat und auf meine E-Mail-Anfrage erst nach über 8 Tagen geantwortet wurde) erfahren habe, dass ich nur über das Internet und einem Vertragsabschluss die für die Zulassung meines neuen Fahrzeuges notwendige Zulassungsnummer bekommen habe, bin ich mit dem weiteren verlauf zufrieden.ber an ihrem Mail-Verkehr sollten sie unbedingt etwas ändern, sonst könnten sie einige Kunden verlieren.fG ***","kontakt,anspruch,genommen,vertragsabschluss,zufrieden,kunden",negative
Alles schnell und reibungslos gelaufen.,"schnell,reibungslos,gelaufen",positive
Immer gute Beratung und der Preis stimmt auch,"beratung,preis",positive
"Auf der Internetseite habe ich es vermutlich nicht richtig angestellt, nachdem ich Kontakt per tel. mit der Bavaria Direkt aufgenommen habe lief allerdings alles ganz unproblematisch und reibungslos!ielen Dank dafür nochmal an die netten Mitarbeiter der Hotline!!!mmer wieder gerne","kontakt,reibungslos,mitarbeiter,hotline",negative
Bin jetzt schon einige Jahre bei der BavariaDirekt und kann bis heute nix Negatives sagen. Alles bestens,"sagen,bestens",positive
"Ich bin seit 2016 bei der Bavaria direkt und hatte keine negative Erfahrungen. Gut, ich hatte auch keinen Schaden oder ähnliches.ls ich vor einigen Wochen ein zusätzliches Fahrzeug versichern wollte, hat das aber nicht funktioniert.ch habe keine Ahnung warum.ch war so frustriert, da es schnell gehen sollte, dass ich mein Erstfahrzeug abgemeldet und verkauft habe.ahrzeugwechsel war dann ohne Probleme möglich.as verstehe ich immer noch nicht.ch würde gerne meine anderen Fahrzeuge (noch 2 PKW) auch bei der Bavaria direkt versichern, aber irgendwie klappt das Alles online gar nicht, weil ich immer auf den Seitenanfang zurückgeleitet wurde.igentlich schade, da ich eigentlich überzeugt bin.","erfahrungen,schaden,schnell,probleme,online,schade",positive
"Sehr einfache und intuitive Oberfläche, bin gespannt wie es wird mit dieser Versicherung.",versicherung,positive
"Ich hätte mir gewünscht eine Mitarbeiter für eine Versicherung, Anschaffung eines neuen Fahrzeugs, ans Telefon zu bekommen um meine Wünsche besprechen zu können. Leider hat man mich, per Bandansage, auf eure Homepage verwiesen. Finde ich als Kunde von der Bavaria, schade. Zu wenig Kundennähe, Service.in Neuabschluss ist kompliziert, es hat lange gedauert, bis ich die Daten alle richtig eingetragen hatte.","mitarbeiter,versicherung,telefon,kunde,schade,service,kompliziert",negative
